"time","series","action","status","source_path","target_path","details"
"2026-04-29 17:29:59","-","reference-scan","INFO","\\Emilian_TNAS\emildg8\Video\Сериалы","","Папка-референс доступна."
"2026-04-29 17:30:36","Любовь, смерть и роботы","move-rename-file","OK","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Любовь, смерть и роботы\Сезон 3\Любовь, смерть и роботы - S03E01 - Серия 1.mkv","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Любовь, смерть и роботы\Сезон 3\Любовь, смерть и роботы - S03E01 - Три робота - стратегии выхода.mkv","pattern=SxxEyy; confidence=100"
"2026-04-29 17:30:37","Любовь, смерть и роботы","move-rename-file","OK","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Любовь, смерть и роботы\Сезон 3\Любовь, смерть и роботы - S03E02 - Серия 2.mkv","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Любовь, смерть и роботы\Сезон 3\Любовь, смерть и роботы - S03E02 - Плохая поездка.mkv","pattern=SxxEyy; confidence=100"
"2026-04-29 17:30:37","Любовь, смерть и роботы","move-rename-file","OK","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Любовь, смерть и роботы\Сезон 3\Любовь, смерть и роботы - S03E03 - Серия 3.mkv","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Любовь, смерть и роботы\Сезон 3\Любовь, смерть и роботы - S03E03 - Живой пульс машины.mkv","pattern=SxxEyy; confidence=100"
"2026-04-29 17:30:37","Любовь, смерть и роботы","move-rename-file","OK","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Любовь, смерть и роботы\Сезон 3\Любовь, смерть и роботы - S03E04 - Серия 4.mkv","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Любовь, смерть и роботы\Сезон 3\Любовь, смерть и роботы - S03E04 - Ночь мини-мертвецов.mkv","pattern=SxxEyy; confidence=100"
"2026-04-29 17:30:37","Любовь, смерть и роботы","move-rename-file","OK","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Любовь, смерть и роботы\Сезон 3\Любовь, смерть и роботы - S03E05 - Серия 5.mkv","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Любовь, смерть и роботы\Сезон 3\Любовь, смерть и роботы - S03E05 - Убей, команда, убей.mkv","pattern=SxxEyy; confidence=100"
"2026-04-29 17:30:37","Любовь, смерть и роботы","move-rename-file","OK","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Любовь, смерть и роботы\Сезон 3\Любовь, смерть и роботы - S03E06 - Серия 6.mkv","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Любовь, смерть и роботы\Сезон 3\Любовь, смерть и роботы - S03E06 - Рой.mkv","pattern=SxxEyy; confidence=100"
"2026-04-29 17:30:37","Любовь, смерть и роботы","move-rename-file","OK","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Любовь, смерть и роботы\Сезон 3\Любовь, смерть и роботы - S03E07 - Серия 7.mkv","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Любовь, смерть и роботы\Сезон 3\Любовь, смерть и роботы - S03E07 - Крысы Мейсона.mkv","pattern=SxxEyy; confidence=100"
"2026-04-29 17:30:37","Любовь, смерть и роботы","move-rename-file","OK","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Любовь, смерть и роботы\Сезон 3\Любовь, смерть и роботы - S03E08 - Серия 8.mkv","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Любовь, смерть и роботы\Сезон 3\Любовь, смерть и роботы - S03E08 - Погребенные в сводчатых залах.mkv","pattern=SxxEyy; confidence=100"
"2026-04-29 17:30:37","Любовь, смерть и роботы","move-rename-file","OK","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Любовь, смерть и роботы\Сезон 3\Любовь, смерть и роботы - S03E09 - Серия 9.mkv","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Любовь, смерть и роботы\Сезон 3\Любовь, смерть и роботы - S03E09 - Джибаро.mkv","pattern=SxxEyy; confidence=100"
"2026-04-29 17:30:37","Любовь, смерть и роботы","move-rename-file","OK","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Любовь, смерть и роботы\Сезон 1\Любовь, смерть и роботы - S01E01 - Серия 1.mkv","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Любовь, смерть и роботы\Сезон 1\Любовь, смерть и роботы - S01E01 - ПРЕИМУЩЕСТВО СОННИ.mkv","pattern=SxxEyy; confidence=100"
"2026-04-29 17:30:37","Любовь, смерть и роботы","move-rename-file","OK","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Любовь, смерть и роботы\Сезон 1\Любовь, смерть и роботы - S01E02 - Серия 2.mkv","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Любовь, смерть и роботы\Сезон 1\Любовь, смерть и роботы - S01E02 - ТРИ РОБОТА.mkv","pattern=SxxEyy; confidence=100"
"2026-04-29 17:30:37","Любовь, смерть и роботы","move-rename-file","OK","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Любовь, смерть и роботы\Сезон 1\Любовь, смерть и роботы - S01E03 - Серия 3.mkv","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Любовь, смерть и роботы\Сезон 1\Любовь, смерть и роботы - S01E03 - СВИДЕТЕЛЬ.mkv","pattern=SxxEyy; confidence=100"
"2026-04-29 17:30:37","Любовь, смерть и роботы","move-rename-file","OK","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Любовь, смерть и роботы\Сезон 1\Любовь, смерть и роботы - S01E04 - Серия 4.mkv","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Любовь, смерть и роботы\Сезон 1\Любовь, смерть и роботы - S01E04 - КОСТЮМЫ.mkv","pattern=SxxEyy; confidence=100"
"2026-04-29 17:30:37","Любовь, смерть и роботы","move-rename-file","OK","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Любовь, смерть и роботы\Сезон 1\Любовь, смерть и роботы - S01E05 - Серия 5.mkv","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Любовь, смерть и роботы\Сезон 1\Любовь, смерть и роботы - S01E05 - ГЛОТАТЕЛЬ ДУШ.mkv","pattern=SxxEyy; confidence=100"
"2026-04-29 17:30:37","Любовь, смерть и роботы","move-rename-file","OK","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Любовь, смерть и роботы\Сезон 1\Любовь, смерть и роботы - S01E06 - Серия 6.mkv","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Любовь, смерть и роботы\Сезон 1\Любовь, смерть и роботы - S01E06 - КОГДА ЙОГУРТ ЗАХВАТИЛ МИР.mkv","pattern=SxxEyy; confidence=100"
"2026-04-29 17:30:37","Любовь, смерть и роботы","move-rename-file","OK","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Любовь, смерть и роботы\Сезон 1\Любовь, смерть и роботы - S01E07 - Серия 7.mkv","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Любовь, смерть и роботы\Сезон 1\Любовь, смерть и роботы - S01E07 - ЗА РАЗЛОМОМ ОРЛА.mkv","pattern=SxxEyy; confidence=100"
"2026-04-29 17:30:37","Любовь, смерть и роботы","move-rename-file","OK","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Любовь, смерть и роботы\Сезон 1\Любовь, смерть и роботы - S01E08 - Серия 8.mkv","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Любовь, смерть и роботы\Сезон 1\Любовь, смерть и роботы - S01E08 - ДОБРОЙ ОХОТЫ.mkv","pattern=SxxEyy; confidence=100"
"2026-04-29 17:30:37","Любовь, смерть и роботы","move-rename-file","OK","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Любовь, смерть и роботы\Сезон 1\Любовь, смерть и роботы - S01E09 - Серия 9.mkv","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Любовь, смерть и роботы\Сезон 1\Любовь, смерть и роботы - S01E09 - СВАЛКА.mkv","pattern=SxxEyy; confidence=100"
"2026-04-29 17:30:37","Любовь, смерть и роботы","move-rename-file","OK","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Любовь, смерть и роботы\Сезон 1\Любовь, смерть и роботы - S01E10 - Серия 10.mkv","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Любовь, смерть и роботы\Сезон 1\Любовь, смерть и роботы - S01E10 - ОБОРОТНИ.mkv","pattern=SxxEyy; confidence=100"
"2026-04-29 17:30:37","Любовь, смерть и роботы","move-rename-file","OK","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Любовь, смерть и роботы\Сезон 1\Любовь, смерть и роботы - S01E11 - Серия 11.mkv","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Любовь, смерть и роботы\Сезон 1\Любовь, смерть и роботы - S01E11 - РУКА ПОМОЩИ.mkv","pattern=SxxEyy; confidence=100"
"2026-04-29 17:30:37","Любовь, смерть и роботы","move-rename-file","OK","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Любовь, смерть и роботы\Сезон 1\Любовь, смерть и роботы - S01E12 - Серия 12.mkv","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Любовь, смерть и роботы\Сезон 1\Любовь, смерть и роботы - S01E12 - РЫБНАЯ НОЧЬ.mkv","pattern=SxxEyy; confidence=100"
"2026-04-29 17:30:46","Приключения Джеки Чана","move-rename-file","OK","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Приключения Джеки Чана\Сезон 1\Приключения Джеки Чана - S01E01 - Серия 1.mkv","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Приключения Джеки Чана\Сезон 1\Приключения Джеки Чана - S01E01 - Эпизод 1.mkv","pattern=SxxEyy; confidence=100"
"2026-04-29 17:30:46","Приключения Джеки Чана","move-rename-file","OK","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Приключения Джеки Чана\Сезон 1\Приключения Джеки Чана - S01E02 - Серия 2.mkv","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Приключения Джеки Чана\Сезон 1\Приключения Джеки Чана - S01E02 - Эпизод 2.mkv","pattern=SxxEyy; confidence=100"
"2026-04-29 17:30:46","Приключения Джеки Чана","move-rename-file","OK","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Приключения Джеки Чана\Сезон 1\Приключения Джеки Чана - S01E03 - Серия 3.mkv","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Приключения Джеки Чана\Сезон 1\Приключения Джеки Чана - S01E03 - Эпизод 3.mkv","pattern=SxxEyy; confidence=100"
"2026-04-29 17:30:46","Приключения Джеки Чана","move-rename-file","OK","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Приключения Джеки Чана\Сезон 1\Приключения Джеки Чана - S01E04 - Серия 4.mkv","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Приключения Джеки Чана\Сезон 1\Приключения Джеки Чана - S01E04 - Эпизод 4.mkv","pattern=SxxEyy; confidence=100"
"2026-04-29 17:30:46","Приключения Джеки Чана","move-rename-file","OK","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Приключения Джеки Чана\Сезон 1\Приключения Джеки Чана - S01E05 - Серия 5.mkv","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Приключения Джеки Чана\Сезон 1\Приключения Джеки Чана - S01E05 - Эпизод 5.mkv","pattern=SxxEyy; confidence=100"
"2026-04-29 17:30:46","Приключения Джеки Чана","move-rename-file","OK","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Приключения Джеки Чана\Сезон 1\Приключения Джеки Чана - S01E06 - Серия 6.mkv","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Приключения Джеки Чана\Сезон 1\Приключения Джеки Чана - S01E06 - Эпизод 6.mkv","pattern=SxxEyy; confidence=100"
"2026-04-29 17:30:46","Приключения Джеки Чана","move-rename-file","OK","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Приключения Джеки Чана\Сезон 1\Приключения Джеки Чана - S01E07 - Серия 7.mkv","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Приключения Джеки Чана\Сезон 1\Приключения Джеки Чана - S01E07 - Эпизод 7.mkv","pattern=SxxEyy; confidence=100"
"2026-04-29 17:30:46","Приключения Джеки Чана","move-rename-file","OK","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Приключения Джеки Чана\Сезон 1\Приключения Джеки Чана - S01E08 - Серия 8.mkv","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Приключения Джеки Чана\Сезон 1\Приключения Джеки Чана - S01E08 - Эпизод 8.mkv","pattern=SxxEyy; confidence=100"
"2026-04-29 17:30:46","Приключения Джеки Чана","move-rename-file","OK","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Приключения Джеки Чана\Сезон 1\Приключения Джеки Чана - S01E09 - Серия 9.mkv","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Приключения Джеки Чана\Сезон 1\Приключения Джеки Чана - S01E09 - Эпизод 9.mkv","pattern=SxxEyy; confidence=100"
"2026-04-29 17:30:46","Приключения Джеки Чана","move-rename-file","OK","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Приключения Джеки Чана\Сезон 1\Приключения Джеки Чана - S01E10 - Серия 10.mkv","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Приключения Джеки Чана\Сезон 1\Приключения Джеки Чана - S01E10 - Эпизод 10.mkv","pattern=SxxEyy; confidence=100"
"2026-04-29 17:30:46","Приключения Джеки Чана","move-rename-file","OK","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Приключения Джеки Чана\Сезон 1\Приключения Джеки Чана - S01E11 - Серия 11.mkv","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Приключения Джеки Чана\Сезон 1\Приключения Джеки Чана - S01E11 - Эпизод 11.mkv","pattern=SxxEyy; confidence=100"
"2026-04-29 17:30:46","Приключения Джеки Чана","move-rename-file","OK","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Приключения Джеки Чана\Сезон 1\Приключения Джеки Чана - S01E12 - Серия 12.mkv","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Приключения Джеки Чана\Сезон 1\Приключения Джеки Чана - S01E12 - Эпизод 12.mkv","pattern=SxxEyy; confidence=100"
"2026-04-29 17:30:46","Приключения Джеки Чана","move-rename-file","OK","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Приключения Джеки Чана\Сезон 1\Приключения Джеки Чана - S01E13 - Серия 13.mkv","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Приключения Джеки Чана\Сезон 1\Приключения Джеки Чана - S01E13 - Эпизод 13.mkv","pattern=SxxEyy; confidence=100"
"2026-04-29 17:30:46","Приключения Джеки Чана","skip-file","INFO","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Приключения Джеки Чана\Сезон 1\Приключения Джеки Чана - S01E14 - Серия 14.mkv","","Уже корректно."
"2026-04-29 17:30:46","Приключения Джеки Чана","skip-file","INFO","\\Emilian_TNAS\emildg8\Video\Мультсериалы\Приключения Джеки Чана\Сезон 1\Приключения Джеки Чана - S01E15 - Серия 15.mkv","","Уже корректно."
